obsTime,C20,C30,C20Pred,C20PredGrowth,C20PredGrowthR,C20_Adjusted,C20_F,C20_F_80_U,C20_F_80_L,C20_F_95_U,C20_F_95_L,C20_AdjustedGrowth,C20_ActualGrowth,C20_FGrowth,C20_PredErr,C20_AdjErr,C20_FErr,IND_R,TSEST
1982-01-01,,970440.3,2463.62758241078,,,,,,,,,,,,,,,20,20
1982-02-01,,972232.5,2517.8527754014,0.0220103043892556,2.2,,,,,,,,,,,,,20,20
1982-03-01,,971570.8,2497.83223628641,-0.00795143358284949,-0.8,,,,,,,,,,,,,20,20
1982-04-01,3520.3,966272.7,2337.53177038771,-0.064175833576806,-6.42,,,,,,,,,,33.6,,,20,20
1982-05-01,3527.7,962862,2234.33688938496,-0.0441469426469602,-4.41,,,,,,,,0.21,,36.66,,,20,20
1982-06-01,3562.3,958856.4,2113.14258459573,-0.0542417329119014,-5.42,,,,,,,,0.98,,40.68,,,20,20
1982-07-01,3556.4,958188.8,2092.94353379752,-0.00955877324391193,-0.96,,,,,,,,-0.17,,41.15,,,20,20
1982-08-01,3578.3,953407.2,1948.27040423386,-0.0691242392484231,-6.91,,,,,,,,0.62,,45.55,,,20,20
1982-09-01,3580.4,949864.3,1841.07565127856,-0.055020469808683,-5.5,,,,,,,,0.06,,48.58,,,20,20
1982-10-01,3595.1,955745,2019.00338948857,0.0966433606823528,9.66,,,,,,,,0.41,,43.84,,,20,20
1982-11-01,3651.9,941040,1574.08571125669,-0.220364998170995,-22.04,,,,,,,,1.58,,56.9,,,20,20
1982-12-01,3648.7,931746.2,1292.89047712194,-0.178640357462018,-17.86,,,,,,,,-0.09,,64.57,,,20,20
1983-01-01,3697.6,924587.3,1076.28924171261,-0.167532547607201,-16.75,,,,,,,,1.34,,70.89,,,20,20
1983-02-01,3821.6,925154.7,1093.45661951803,0.0159505243944499,1.6,,,,,,,,3.35,,71.39,,,20,20
1983-03-01,3822.4,927272.5,1157.53323692433,0.0586000544169143,5.86,,,,,,,,0.02,,69.72,,,20,20
1983-04-01,3888.2,919270.5,915.4229845468,-0.20916051881226,-20.92,,,,,,,,1.72,,76.46,,,20,20
1983-05-01,3791.8,921621.7,986.561403115913,0.077710981447917,7.77,,,,,,,,-2.48,,73.98,,,20,20
1983-06-01,3841.6,925138.9,1092.97857128165,0.10786674588083,10.79,,,,,,,,1.31,,71.55,,,20,20
1983-07-01,3870.6,927560.9,1166.25913004926,0.0670466564423805,6.7,,,,,,,,0.75,,69.87,,,20,20
1983-08-01,3940.9,935782.9,1415.0257502752,0.213303042022436,21.33,,,,,,,,1.82,,64.09,,,20,20
1983-09-01,3952.3,937605.8,1470.17980914286,0.0389774241613113,3.9,,,,,,,,0.29,,62.8,,,20,20
1983-10-01,3972.8,943154.3,1638.05643190176,0.114187816833626,11.42,,,,,,,,0.52,,58.77,,,20,20
1983-11-01,3981,953669.4,1956.20358446048,0.194222339574322,19.42,,,,,,,,0.21,,50.86,,,20,20
1983-12-01,4020,953587.7,1953.73165149132,-0.00126363788963558,-0.13,,,,,,,,0.98,,51.4,,,20,20
1984-01-01,4039.3,964124.3,2272.52931272614,0.163173719887006,16.32,,,,,,,,0.48,,43.74,,,20,20
1984-02-01,4059.2,952403.6,1917.90526435807,-0.156048173452451,-15.6,,,,,,,,0.49,,52.75,,,20,20
1984-03-01,4103.2,963777,2262.02132839089,0.179422868495014,17.94,,,,,,,,1.08,,44.87,,,20,20
1984-04-01,4096,976594.2,2649.82131923982,0.171439581926843,17.14,,,,,,,,-0.18,,35.31,,,20,20
1984-05-01,4122.7,976921.3,2659.71812798173,0.00373489664002871,0.37,,,,,,,,0.65,,35.49,,,20,20
1984-06-01,4097,975316,2611.1478220405,-0.018261448621279,-1.83,,,,,,,,-0.62,,36.27,,,20,20
1984-07-01,4222.7,975740.3,2623.98553512271,0.00491650184407118,0.49,,,,,,,,3.07,,37.86,,,20,20
1984-08-01,4160.1,979695.5,2743.6549265503,0.045605964600713,4.56,,,,,,,,-1.48,,34.05,,,20,20
1984-09-01,4192.6,977459.6,2676.00504985811,-0.0246568458874124,-2.47,,,,,,,,0.78,,36.17,,,20,20
1984-10-01,4243.3,979184.1,2728.18189692447,0.0194980375949326,1.95,,,,,,,,1.21,,35.71,,,20,20
1984-11-01,4288.3,977215.2,2668.61043030286,-0.0218355919335013,-2.18,,,,,,,,1.06,,37.77,,,20,20
1984-12-01,4301.4,982834.8,2838.6382701255,0.0637139980762736,6.37,,,,,,,,0.31,,34.01,,,20,20
1985-01-01,4342.6,983321.9,2853.37607366626,0.00519185684765013,0.52,,,,,,,,0.96,,34.29,,,20,20
1985-02-01,4379.9,985203.7,2910.31222374424,0.0199539593127748,2,,,,,,,,0.86,,33.55,,,20,20
1985-03-01,4406.1,985622.7,2922.98957887373,0.00435601205467229,0.44,,,,,,,,0.6,,33.66,,,20,20
1985-04-01,4478,984746,2896.46395299778,-0.00907482738483511,-0.91,,,,,,,,1.63,,35.32,,,20,20
1985-05-01,4575.9,997342.2,3277.5773197808,0.131578839912225,13.16,,,,,,,,2.19,,28.37,,,20,20
1985-06-01,4577.1,995366.5,3217.80011088024,-0.0182382299693718,-1.82,,,,,,,,0.03,,29.7,,,20,20
1985-07-01,4648.7,998378.5,3308.93183796861,0.0283211274622764,2.83,,,,,,,,1.56,,28.82,,,20,20
1985-08-01,4654.2,1006107.6,3542.78516859235,0.070673359886223,7.07,,,,,,,,0.12,,23.88,,,20,20
1985-09-01,4719.8,1009775.3,3653.75589749076,0.0313230194938696,3.13,,,,,,,,1.41,,22.59,,,20,20
1985-10-01,4788.8,1010381,3672.08208842615,0.00501571299494379,0.5,,,,,,,,1.46,,23.32,,,20,20
1985-11-01,4832.6,1022781.1,4047.26221095884,0.102170951928116,10.22,,,,,,,,0.91,,16.25,,,20,20
1985-12-01,4875.2,1023081.2,4056.34210182843,0.00224346493909104,0.22,,,,,,,,0.88,,16.8,,,20,20
1986-01-01,4860.9,1037264.3,4485.46906015082,0.105791609176393,10.58,,,,,,,,-0.29,,7.72,,,20,20
1986-02-01,4880.3,1030934.5,4293.95325466478,-0.0426969404799768,-4.27,,,,,,,,0.4,,12.01,,,20,20
1986-03-01,4826.9,1039438.1,4551.2400257367,0.0599183912382875,5.99,,,,,,,,-1.09,,5.71,,,20,20
1986-04-01,4959.6,1045826.5,4744.52884556782,0.0424694849619205,4.25,,,,,,,,2.75,,4.34,,,20,20
1986-05-01,5121.2,1029723.6,4257.31600090272,-0.102689405107154,-10.27,,,,,,,,3.26,,16.87,,,20,20
1986-06-01,5060.9,1049290.5,4849.33638296293,0.139059534677407,13.91,,,,,,,,-1.18,,4.18,,,20,20
1986-07-01,5097,1045327.3,4729.4249417954,-0.0247273918940363,-2.47,,,,,,,,0.71,,7.21,,,20,20
1986-08-01,5188.9,1045716.1,4741.18855915661,0.00248732509892469,0.25,,,,,,,,1.8,,8.63,,,20,20
1986-09-01,5189.4,1047519.9,4795.76472427015,0.0115110724731969,1.15,,,,,,,,0.01,,7.59,,,20,20
1986-10-01,5176.7,1052562.7,4948.34077784293,0.0318147495436191,3.18,,,,,,,,-0.24,,4.41,,,20,20
1986-11-01,5198.7,1047911.7,4807.61911028384,-0.0284381520749742,-2.84,,,,,,,,0.42,,7.52,,,20,20
1986-12-01,5252,1051233,4908.10908544274,0.0209022330708232,2.09,,,,,,,,1.03,,6.55,,,20,20
1987-01-01,5278.4,1043532.1,4675.10898015229,-0.0474724789596691,-4.75,,,,,,,,0.5,,11.43,,,20,20
1987-02-01,5323.6,1052463.4,4945.33633544589,0.0578012954223787,5.78,,,,,,,,0.86,,7.11,,,20,20
1987-03-01,5344.4,1052098.8,4934.30491854802,-0.00223067070662283,-0.22,,,,,,,,0.39,,7.67,,,20,20
1987-04-01,5366.5,1070301.4,5485.04674308277,0.111614874562073,11.16,,,,,,,,0.41,,2.21,,,20,20
1987-05-01,5412.9,1053428.5,4974.53661094822,-0.0930730686622434,-9.31,,,,,,,,0.86,,8.1,,,20,20
1987-06-01,5446.9,1066070.1,5357.02361000542,0.076888970565702,7.69,,,,,,,,0.63,,1.65,,,20,20
1987-07-01,5554.3,1075233.9,5634.2855358661,0.0517567115707364,5.18,,,,,,,,1.97,,1.44,,,20,20
1987-08-01,5577,1063365.5,5275.19264417434,-0.0637335274199154,-6.37,,,,,,,,0.41,,5.41,,,20,20
1987-09-01,5594.8,1071210.8,5512.56174727075,0.0449972387944054,4.5,,,,,,,,0.32,,1.47,,,20,20
1987-10-01,5627.7,1076388.4,5669.21633896155,0.0284177482036127,2.84,,,,,,,,0.59,,0.74,,,20,20
1987-11-01,5651.9,1074420.3,5609.66907731395,-0.0105036142717592,-1.05,,,,,,,,0.43,,0.75,,,20,20
1987-12-01,5712.2,1086264.7,5968.03581978587,0.0638837581206334,6.39,,,,,,,,1.07,,4.48,,,20,20
1988-01-01,5658.9,1086459,5973.91460284472,0.000985044868424779,0.1,,,,,,,,-0.93,,5.57,,,20,20
1988-02-01,5751,1094902.2,6229.37389838008,0.042762461889514,4.28,,,,,,,,1.63,,8.32,,,20,20
1988-03-01,5806.1,1092413.9,6154.0873523927,-0.012085732405139,-1.21,,,,,,,,0.96,,5.99,,,20,20
1988-04-01,5864,1078249.2,5725.51710847219,-0.0696399351162738,-6.96,,,,,,,,1,,2.36,,,20,20
1988-05-01,5936.8,1102355.9,6454.89466670629,0.127390687062103,12.74,,,,,,,,1.24,,8.73,,,20,20
1988-06-01,5977.4,1097062.4,6294.73337940806,-0.0248123781359788,-2.48,,,,,,,,0.68,,5.31,,,20,20
1988-07-01,5968.9,1080007.6,5778.71964131156,-0.0819754717148994,-8.2,,,,,,,,-0.14,,3.19,,,20,20
1988-08-01,6020.6,1111297.2,6725.42458417483,0.163826072491102,16.38,,,,,,,,0.87,,11.71,,,20,20
1988-09-01,6079.1,1120339.9,6999.02248209712,0.0406811338820271,4.07,,,,,,,,0.97,,15.13,,,20,20
1988-10-01,6166.8,1125813.6,7164.63593978756,0.0236623697257822,2.37,,,,,,,,1.44,,16.18,,,20,20
1988-11-01,6211.6,1132475.2,7366.19075823771,0.0281318995332123,2.81,,,,,,,,0.73,,18.59,,,20,20
1988-12-01,6309.1,1130272.2,7299.53631110104,-0.00904869956865179,-0.9,,,,,,,,1.57,,15.7,,,20,20
1989-01-01,6458.9,1138018.5,7533.91004866565,0.0321080309180987,3.21,,,,,,,,2.37,,16.64,,,20,20
1989-02-01,6339.2,1153610.8,8005.67406867891,0.0626187486930262,6.26,,,,,,,,-1.85,,26.29,,,20,20
1989-03-01,6421,1152145.3,7961.33358194319,-0.00553863251930277,-0.55,,,,,,,,1.29,,23.99,,,20,20
1989-04-01,6494,1145174.9,7750.43564353124,-0.026490277821077,-2.65,,,,,,,,1.14,,19.35,,,20,20
1989-05-01,6474.9,1156664.6,8098.07050565848,0.044853589929152,4.49,,,,,,,,-0.29,,25.07,,,20,20
1989-06-01,6597,1159203.2,8174.87893938574,0.00948478204451171,0.95,,,,,,,,1.89,,23.92,,,20,20
1989-07-01,6632.3,1161702.1,8250.48620127854,0.00924873168806699,0.92,,,,,,,,0.54,,24.4,,,20,20
1989-08-01,6629.3,1172894.9,8589.13799243215,0.0410462829573762,4.1,,,,,,,,-0.05,,29.56,,,20,20
1989-09-01,6754.5,1170216.1,8508.0876370124,-0.00943637830608494,-0.94,,,,,,,,1.89,,25.96,,,20,20
1989-10-01,6731.5,1175056.9,8654.55193465162,0.0172147142681124,1.72,,,,,,,,-0.34,,28.57,,,20,20
1989-11-01,6796,1179304.3,8783.06219283062,0.0148488632513095,1.48,,,,,,,,0.96,,29.24,,,20,20
1989-12-01,6887.6,1177231.4,8720.34407958976,-0.00714080258842537,-0.71,,,,,,,,1.35,,26.61,,,20,20
1990-01-01,6841.5,1160894.6,8226.0543056531,-0.0566823704919581,-5.67,,,,,,,,-0.67,,20.24,,,20,20
1990-02-01,6855.5,1173136.6,8596.45092020017,0.0450272513144648,4.5,,,,,,,,0.2,,25.39,,,20,20
1990-03-01,6904.5,1179613.6,8792.42044090115,0.0227965613391085,2.28,,,,,,,,0.71,,27.34,,,20,20
1990-04-01,6925.1,1186529,9001.65428735098,0.0237970701988382,2.38,,,,,,,,0.3,,29.99,,,20,20
1990-05-01,6947.2,1178988.9,8773.51938183338,-0.0253436644237903,-2.53,,,,,,,,0.32,,26.29,,,20,20
1990-06-01,7022.3,1178520.9,8759.35947204674,-0.00161393725486738,-0.16,,,,,,,,1.08,,24.74,,,20,20
1990-07-01,6977.4,1190407.4,9119.00000127512,0.0410578570700384,4.11,,,,,,,,-0.64,,30.69,,,20,20
1990-08-01,7025.5,1169543.2,8487.72822826148,-0.0692259867228174,-6.92,,,,,,,,0.69,,20.81,,,20,20
1990-09-01,6961.2,1169512.9,8486.81146487144,-0.000108010455257454,-0.01,,,,,,,,-0.92,,21.92,,,20,20
1990-10-01,6956.6,1154234.2,8024.53579466393,-0.0544698880281436,-5.45,,,,,,,,-0.07,,15.35,,,20,20
1990-11-01,7011.4,1153475.9,8001.59250493912,-0.00285914229955344,-0.29,,,,,,,,0.79,,14.12,,,20,20
1990-12-01,7017.6,1154996.4,8047.59708363695,0.00574942783820005,0.57,,,,,,,,0.09,,14.68,,,20,20
1991-01-01,7086,1146965,7804.59729846515,-0.0301953219882112,-3.02,,,,,,,,0.97,,10.14,,,20,20
1991-02-01,7141.8,1142235.4,7661.49749221111,-0.0183353222186339,-1.83,,,,,,,,0.79,,7.28,,,20,20
1991-03-01,7105.9,1135786.1,7466.36606873469,-0.0254690970890217,-2.55,,,,,,,,-0.5,,5.07,,,20,20
1991-04-01,7122.5,1130295.8,7300.25035783387,-0.0222485355488288,-2.22,,,,,,,,0.23,,2.5,,,20,20
1991-05-01,7118.1,1134889.8,7439.24742099588,0.01904004059434,1.9,,,,,,,,-0.06,,4.51,,,20,20
1991-06-01,7101,1127943.3,7229.07260618202,-0.028252160859804,-2.83,,,,,,,,-0.24,,1.8,,,20,20
1991-07-01,7424.2,1132807.1,7376.23279682358,0.0203567177504514,2.04,,,,,,,,4.55,,0.65,,,20,20
1991-08-01,7399.2,1125792.8,7164.00661046372,-0.0287716226162574,-2.88,,,,,,,,-0.34,,3.18,,,20,20
1991-09-01,7320.5,1130553.4,7308.04435946001,0.0201057532227732,2.01,,,,,,,,-1.06,,0.17,,,20,20
1991-10-01,7484.7,1132911.2,7379.38246906459,0.00976158683440745,0.98,,,,,,,,2.24,,1.41,,,20,20
1991-11-01,7436.2,1130630.2,7310.36803696347,-0.00935233163349858,-0.94,,,,,,,,-0.65,,1.69,,,20,20
1991-12-01,7410.9,1126108.8,7173.56757519145,-0.0187132113021282,-1.87,,,,,,,,-0.34,,3.2,,,20,20
1992-01-01,7464.1,1127275.7,7208.87355538381,0.00492167667235182,0.49,,,,,,,,0.72,,3.42,,,20,20
1992-02-01,7482.9,1124981.8,7139.46881807704,-0.0096276813254593,-0.96,,,,,,,,0.25,,4.59,,,20,20
1992-03-01,7600.5,1131666.1,7341.71045266428,0.0283272663191928,2.83,,,,,,,,1.57,,3.4,,,20,20
1992-04-01,7684,1125745.5,7162.5754913763,-0.0243996221919881,-2.44,,,,,,,,1.1,,6.79,,,20,20
1992-05-01,7671.5,1123666.1,7099.66071272174,-0.0087838206704159,-0.88,,,,,,,,-0.16,,7.45,,,20,20
1992-06-01,7597.3,1128701.7,7252.01892152857,0.0214599281531611,2.15,,,,,,,,-0.97,,4.54,,,20,20
1992-07-01,7617.4,1128557,7247.64084685736,-0.00060370425375069,-0.06,,,,,,,,0.26,,4.85,,,20,20
1992-08-01,7523.7,1130295.8,7300.25035783387,0.00725884630435676,0.73,,,,,,,,-1.23,,2.97,,,20,20
1992-09-01,7656.4,1128255.7,7238.52464852677,-0.00845528663833624,-0.85,,,,,,,,1.76,,5.46,,,20,20
1992-10-01,7723.7,1127772.5,7223.90484423424,-0.00201972155962847,-0.2,,,,,,,,0.88,,6.47,,,20,20
1992-11-01,7738.6,1122060.5,7051.08132991527,-0.0239238359371404,-2.39,,,,,,,,0.19,,8.88,,,20,20
1992-12-01,7633.4,1125780.7,7163.64051023205,0.0159633927124391,1.6,,,,,,,,-1.36,,6.15,,,20,20
1993-01-01,7770.5,1132166.3,7356.84461265418,0.0269701002089892,2.7,,,,,,,,1.8,,5.32,,,20,20
1993-02-01,7754.6,1131409.2,7333.93763039037,-0.00311369662809118,-0.31,,,,,,,,-0.2,,5.42,,,20,20
1993-03-01,7796,1144588.2,7732.68432072822,0.0543700683634829,5.44,,,,,,,,0.53,,0.81,,,20,20
1993-04-01,7791.4,1137756.2,7525.97384281729,-0.0267320466395894,-2.67,,,,,,,,-0.06,,3.41,,,20,20
1993-05-01,7868.8,1135240.3,7449.85222522711,-0.0101145206162029,-1.01,,,,,,,,0.99,,5.32,,,20,20
1993-06-01,7875.7,1137030.2,7504.0078289175,0.007269352740583,0.73,,,,,,,,0.09,,4.72,,,20,20
1993-07-01,7818.3,1134251.9,7419.9469798572,-0.0112021270468775,-1.12,,,,,,,,-0.73,,5.1,,,20,20
1993-08-01,7815.7,1142719.7,7676.15057834288,0.0345290335875969,3.45,,,,,,,,-0.03,,1.79,,,20,20
1993-09-01,7937.4,1140589.5,7611.69878383968,-0.00839636922770114,-0.84,,,,,,,,1.56,,4.1,,,20,20
1993-10-01,7995.8,1146260.3,7783.27574199795,0.0225412175429938,2.25,,,,,,,,0.74,,2.66,,,20,20
1993-11-01,8133.6,1163584.7,8307.44655633052,0.0673457849506965,6.73,,,,,,,,1.72,,2.14,,,20,20
1993-12-01,8153.3,1164367.2,8331.12204651865,0.00284991182640678,0.28,,,,,,,,0.24,,2.18,,,20,20
1994-01-01,8095.1,1165837.5,8375.60776309834,0.00533970290331809,0.53,,,,,,,,-0.71,,3.47,,,20,20
1994-02-01,8275.6,1162152.6,8264.11662725906,-0.0133114084365903,-1.33,,,,,,,,2.23,,0.14,,,20,20
1994-03-01,8293.1,1165425.4,8363.13917586955,0.011982230294749,1.2,,,,,,,,0.21,,0.84,,,20,20
1994-04-01,8237.8,1171502.5,8547.00923519515,0.0219857705891268,2.2,,,,,,,,-0.67,,3.75,,,20,20
1994-05-01,8321.3,1182261.9,8872.54798168737,0.0380880302728237,3.81,,,,,,,,1.01,,6.62,,,20,20
1994-06-01,8364.8,1180388.7,8815.87203507983,-0.00638778699473056,-0.64,,,,,,,,0.52,,5.39,,,20,20
1994-07-01,8376,1190404.6,9118.91528386614,0.0343747331608779,3.44,,,,,,,,0.13,,8.87,,,20,20
1994-08-01,8571.3,1197086.7,9321.0903547749,0.0221709561516007,2.22,,,,,,,,2.33,,8.75,,,20,20
1994-09-01,8602.5,1197959.1,9347.48587891564,0.00283180648787691,0.28,,,,,,,,0.36,,8.66,,,20,20
1994-10-01,8635.8,1197034.5,9319.51098022177,-0.00299277250120971,-0.3,,,,,,,,0.39,,7.92,,,20,20
1994-11-01,8588.3,1198920.4,9376.57118079147,0.00612266037250189,0.61,,,,,,,,-0.55,,9.18,,,20,20
1994-12-01,8594.8,1203849.6,9525.71012805707,0.0159054887325041,1.59,,,,,,,,0.08,,10.83,,,20,20
1995-01-01,8685,1207491.7,9635.90629778766,0.011568289214052,1.16,,,,,,,,1.05,,10.95,,,20,20
1995-02-01,8792.3,1212313.6,9781.79875291628,0.0151405016424988,1.51,,,,,,,,1.24,,11.25,,,20,20
1995-03-01,8843.1,1213753.9,9825.37678297118,0.00445501192118773,0.45,,,,,,,,0.58,,11.11,,,20,20
1995-04-01,8972.1,1230760.1,10339.9200688975,0.052368809592945,5.24,,,,,,,,1.46,,15.25,,,20,20
1995-05-01,9016.2,1225645.6,10185.1746445305,-0.0149658240427301,-1.5,,,,,,,,0.49,,12.97,,,20,20
1995-06-01,9121.8,1231058.5,10348.9485241974,0.0160796339172071,1.61,,,,,,,,1.17,,13.45,,,20,20
1995-07-01,9126.3,1232106.8,10380.6661169951,0.00306481307966329,0.31,,,,,,,,0.05,,13.74,,,20,20
1995-08-01,9210.8,1229788.3,10310.517076738,-0.00675766270357666,-0.68,,,,,,,,0.93,,11.94,,,20,20
1995-09-01,9246.2,1234201.5,10444.0438157773,0.0129505375962718,1.3,,,,,,,,0.38,,12.95,,,20,20
1995-10-01,9270.7,1236356.2,10509.2368876091,0.00624212929222782,0.62,,,,,,,,0.26,,13.36,,,20,20
1995-11-01,9293.1,1238481.2,10573.5313497813,0.00611790017294603,0.61,,,,,,,,0.24,,13.78,,,20,20
1995-12-01,9418.3,1235429.7,10481.204502102,-0.00873188385460647,-0.87,,,,,,,,1.35,,11.29,,,20,20
1996-01-01,9384.5,1246194,10806.8915040599,0.0310734326281507,3.11,,,,,,,,-0.36,,15.16,,,20,20
1996-02-01,9379.4,1240262,10627.4116218925,-0.0166079100636814,-1.66,,,,,,,,-0.05,,13.31,,,20,20
1996-03-01,9392.2,1240816.1,10644.1765920053,0.00157752148022929,0.16,,,,,,,,0.14,,13.33,,,20,20
1996-04-01,9454.9,1247102.5,10834.3792776522,0.0178691779493495,1.79,,,,,,,,0.67,,14.59,,,20,20
1996-05-01,9444.3,1231008.7,10347.4417645662,-0.0449437388711606,-4.49,,,,,,,,-0.11,,9.56,,,20,20
1996-06-01,9562.6,1235901.3,10495.4733342716,0.014306103196665,1.43,,,,,,,,1.25,,9.76,,,20,20
1996-07-01,9579.1,1238507.6,10574.3301139231,0.00751340860388169,0.75,,,,,,,,0.17,,10.39,,,20,20
1996-08-01,9544.5,1239855.3,10615.1064182382,0.00385615957472143,0.39,,,,,,,,-0.36,,11.22,,,20,20
1996-09-01,9448.4,1237481.3,10543.2781579103,-0.00676660765308327,-0.68,,,,,,,,-1.01,,11.59,,,20,20
1996-10-01,9484.2,1242087.8,10682.6534237909,0.0132193482703569,1.32,,,,,,,,0.38,,12.64,,,20,20
1996-11-01,9522.6,1238136.8,10563.1111084768,-0.0111903204729918,-1.12,,,,,,,,0.4,,10.93,,,20,20
1996-12-01,9568.5,1235591,10486.0848299836,-0.00729200684364666,-0.73,,,,,,,,0.48,,9.59,,,20,20
1997-01-01,9633.6,1242834.9,10705.2578438798,0.0209013199349217,2.09,,,,,,,,0.68,,11.12,,,20,20
1997-02-01,9802.8,1246449.3,10814.6159163859,0.0102153609096455,1.02,,,,,,,,1.76,,10.32,,,20,20
1997-03-01,9765.3,1246991.9,10831.0329399975,0.00151804037596218,0.15,,,,,,,,-0.38,,10.91,,,20,20
1997-04-01,9642.3,1248896.3,10888.6528805908,0.0053198933945201,0.53,,,,,,,,-1.26,,12.93,,,20,20
1997-05-01,9825.9,1243104.4,10713.4118944941,-0.0160939087707554,-1.61,,,,,,,,1.9,,9.03,,,20,20
1997-06-01,9793.3,1247007.1,10831.4928345033,0.0110217866326889,1.1,,,,,,,,-0.33,,10.6,,,20,20
1997-07-01,9878.4,1242101.6,10683.0709595923,-0.0137028087613392,-1.37,,,,,,,,0.87,,8.15,,,20,20
1997-08-01,9892.4,1242141.9,10684.2902851573,0.000114136241307997,0.01,,,,,,,,0.14,,8.01,,,20,20
1997-09-01,9971.5,1249477.7,10906.2438454411,0.0207738234697861,2.08,,,,,,,,0.8,,9.37,,,20,20
1997-10-01,9977.3,1249979.6,10921.4294410008,0.00139237630983306,0.14,,,,,,,,0.06,,9.46,,,20,20
1997-11-01,10068,1256871.6,11129.9552919612,0.0190932745651095,1.91,,,,,,,,0.91,,10.55,,,20,20
1997-12-01,10072.5,1258783.9,11187.8142566728,0.00519849030779999,0.52,,,,,,,,0.04,,11.07,,,20,20
1998-01-01,10129.4,1257818.8,11158.6139811704,-0.00261000717677246,-0.26,,,,,,,,0.56,,10.16,,,20,20
1998-02-01,10077,1256001.3,11103.6233058772,-0.0049280919105181,-0.49,,,,,,,,-0.52,,10.19,,,20,20
1998-03-01,10062.4,1256325.1,11113.4202691014,0.000882321288672915,0.09,,,,,,,,-0.14,,10.45,,,20,20
1998-04-01,10119.4,1259998.9,11224.5755609265,0.0100018976276951,1,,,,,,,,0.57,,10.92,,,20,20
1998-05-01,10175.1,1256727.1,11125.5832685335,-0.00881924593546238,-0.88,,,,,,,,0.55,,9.34,,,20,20
1998-06-01,10190.8,1263097.5,11318.3274764498,0.0173244137645692,1.73,,,,,,,,0.15,,11.06,,,20,20
1998-07-01,10312.3,1260443.1,11238.0153727368,-0.00709575720264659,-0.71,,,,,,,,1.19,,8.98,,,20,20
1998-08-01,10319.3,1257210.8,11140.2182009348,-0.00870235255588705,-0.87,,,,,,,,0.07,,7.96,,,20,20
1998-09-01,10387.3,1259800.4,11218.5697017542,0.00703321060738459,0.7,,,,,,,,0.66,,8,,,20,20
1998-10-01,10473.6,1267281.2,11444.9104135745,0.020175540896704,2.02,,,,,,,,0.83,,9.27,,,20,20
1998-11-01,10435.4,1267908.9,11463.9022412947,0.0016594125278359,0.17,,,,,,,,-0.36,,9.86,,,20,20
1998-12-01,10372.2,1267496.7,11451.4306284442,-0.00108790293113406,-0.11,,,,,,,,-0.61,,10.41,,,20,20
1999-01-01,10767.8,1263778.1,11338.9198580754,-0.00982504055775571,-0.98,,,,,,,,3.81,,5.3,,,20,20
1999-02-01,10718.1,1271408.8,11569.7959768978,0.020361385538678,2.04,,,,,,,,-0.46,,7.95,,,20,20
1999-03-01,10799.4,1279080.1,11801.9004981505,0.0200612458262972,2.01,,,,,,,,0.76,,9.28,,,20,20
1999-04-01,10870.5,1279427.9,11812.4236105945,0.000891645582475906,0.09,,,,,,,,0.66,,8.66,,,20,20
1999-05-01,10898.5,1277923.4,11766.9031313765,-0.00385361046289569,-0.39,,,,,,,,0.26,,7.97,,,20,20
1999-06-01,10907.6,1271417.8,11570.0682828553,-0.0167278379301355,-1.67,,,,,,,,0.08,,6.07,,,20,20
1999-07-01,10889.5,1282450.7,11903.8821048318,0.0288514997332517,2.89,,,,,,,,-0.17,,9.32,,,20,20
1999-08-01,11093.9,1295224.3,12290.362924598,0.0324667882597212,3.25,,,,,,,,1.88,,10.78,,,20,20
1999-09-01,11195.1,1293506.6,12238.3918198106,-0.00422860619383278,-0.42,,,,,,,,0.91,,9.32,,,20,20
1999-10-01,11165.4,1307961.7,12675.748469291,0.0357364477228501,3.57,,,,,,,,-0.27,,13.53,,,20,20
1999-11-01,11249.5,1308433.3,12690.0173014607,0.00112567965546075,0.11,,,,,,,,0.75,,12.81,,,20,20
1999-12-01,11200.1,1315884.6,12915.4654548649,0.0177657877092317,1.78,,,,,,,,-0.44,,15.32,,,20,20
2000-01-01,11143.7,1332474.5,13417.413077449,0.0388640753473598,3.89,,,,,,,,-0.5,,20.4,,,20,20
2000-02-01,11118.6,1306215.8,12622.9241391703,-0.0592132726101995,-5.92,,,,,,,,-0.23,,13.53,,,20,20
2000-03-01,11155.7,1306513.8,12631.9404919832,0.000714284005310261,0.07,,,,,,,,0.33,,13.23,,,20,20
2000-04-01,11163.5,1303872.6,12552.0277703412,-0.00632624272515693,-0.63,,,,,,,,0.07,,12.44,,,20,20
2000-05-01,11328.1,1317538.6,12965.509238598,0.0329414080196549,3.29,,,,,,,,1.47,,14.45,,,20,20
2000-06-01,12240.2,1341190,13681.1111410076,0.0551927339868215,5.52,,,,,,,,8.05,,11.77,,,20,20
2000-07-01,10943.4,1343531.4,13751.9530486453,0.00517808143706548,0.52,,,,,,,,-10.59,,25.66,,,20,20
2000-08-01,11519.3,1328103.4,13285.1601251661,-0.0339437548854322,-3.39,,,,,,,,5.26,,15.33,,,20,20
2000-09-01,11736.3,1330658.7,13362.4738377255,0.00581955443750691,0.58,,,,,,,,1.88,,13.86,,,20,20
2000-10-01,11627.2,1315791.5,12912.6486010163,-0.033663320293227,-3.37,,,,,,,,-0.93,,11.06,,,20,20
