ASGC_2010,DT,IND_R,TSEST,FREQUENCY,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
0,2,41,10,M,P1M,1982-04,1162.6,
0,2,41,10,M,P1M,1982-05,1150.9,
0,2,41,10,M,P1M,1982-06,1160,
0,2,41,10,M,P1M,1982-07,1206.4,
0,2,41,10,M,P1M,1982-08,1152.5,
0,2,41,10,M,P1M,1982-09,1189.1,
0,2,41,10,M,P1M,1982-10,1247.4,
0,2,41,10,M,P1M,1982-11,1280.7,
0,2,41,10,M,P1M,1982-12,1483.7,
0,2,41,10,M,P1M,1983-01,1202.8,
0,2,41,10,M,P1M,1983-02,1224.2,
0,2,41,10,M,P1M,1983-03,1332.4,
0,2,41,10,M,P1M,1983-04,1270.9,
0,2,41,10,M,P1M,1983-05,1251.7,
0,2,41,10,M,P1M,1983-06,1269.3,
0,2,41,10,M,P1M,1983-07,1292.8,
0,2,41,10,M,P1M,1983-08,1337,
0,2,41,10,M,P1M,1983-09,1322.8,
0,2,41,10,M,P1M,1983-10,1355.4,
0,2,41,10,M,P1M,1983-11,1410.9,
0,2,41,10,M,P1M,1983-12,1642.3,
0,2,41,10,M,P1M,1984-01,1314.5,
0,2,41,10,M,P1M,1984-02,1335.4,
0,2,41,10,M,P1M,1984-03,1388.8,
0,2,41,10,M,P1M,1984-04,1346.5,
0,2,41,10,M,P1M,1984-05,1404.3,
0,2,41,10,M,P1M,1984-06,1367.6,
0,2,41,10,M,P1M,1984-07,1361.6,
0,2,41,10,M,P1M,1984-08,1436.7,
0,2,41,10,M,P1M,1984-09,1355.6,
0,2,41,10,M,P1M,1984-10,1462.7,
0,2,41,10,M,P1M,1984-11,1501.4,
0,2,41,10,M,P1M,1984-12,1686.6,
0,2,41,10,M,P1M,1985-01,1484.7,
0,2,41,10,M,P1M,1985-02,1397,
0,2,41,10,M,P1M,1985-03,1495,
0,2,41,10,M,P1M,1985-04,1474.9,
0,2,41,10,M,P1M,1985-05,1556.8,
0,2,41,10,M,P1M,1985-06,1453.7,
0,2,41,10,M,P1M,1985-07,1558.6,
0,2,41,10,M,P1M,1985-08,1585.7,
0,2,41,10,M,P1M,1985-09,1518,
0,2,41,10,M,P1M,1985-10,1655.7,
0,2,41,10,M,P1M,1985-11,1667.3,
0,2,41,10,M,P1M,1985-12,1867.3,
0,2,41,10,M,P1M,1986-01,1674.4,
0,2,41,10,M,P1M,1986-02,1558.5,
0,2,41,10,M,P1M,1986-03,1676.6,
0,2,41,10,M,P1M,1986-04,1643.7,
0,2,41,10,M,P1M,1986-05,1746.5,
0,2,41,10,M,P1M,1986-06,1638.5,
0,2,41,10,M,P1M,1986-07,1721.8,
0,2,41,10,M,P1M,1986-08,1720.9,
0,2,41,10,M,P1M,1986-09,1705.7,
0,2,41,10,M,P1M,1986-10,1816.4,
0,2,41,10,M,P1M,1986-11,1774.7,
0,2,41,10,M,P1M,1986-12,2073.6,
0,2,41,10,M,P1M,1987-01,1830.7,
0,2,41,10,M,P1M,1987-02,1710.1,
0,2,41,10,M,P1M,1987-03,1791,
0,2,41,10,M,P1M,1987-04,1824.4,
0,2,41,10,M,P1M,1987-05,1823.3,
0,2,41,10,M,P1M,1987-06,1761.9,
0,2,41,10,M,P1M,1987-07,1856.9,
0,2,41,10,M,P1M,1987-08,1821,
0,2,41,10,M,P1M,1987-09,1830,
0,2,41,10,M,P1M,1987-10,1942.4,
0,2,41,10,M,P1M,1987-11,1885.9,
0,2,41,10,M,P1M,1987-12,2272.4,
0,2,41,10,M,P1M,1988-01,1885.1,
0,2,41,10,M,P1M,1988-02,1845.2,
0,2,41,10,M,P1M,1988-03,2021.6,
0,2,41,10,M,P1M,1988-04,1937.5,
0,2,41,10,M,P1M,1988-05,1907,
0,2,41,10,M,P1M,1988-06,1925.7,
0,2,41,10,M,P1M,1988-07,1932.6,
0,2,41,10,M,P1M,1988-08,1977.6,
0,2,41,10,M,P1M,1988-09,2035.2,
0,2,41,10,M,P1M,1988-10,2050.7,
0,2,41,10,M,P1M,1988-11,2109.5,
0,2,41,10,M,P1M,1988-12,2549.7,
0,2,41,10,M,P1M,1989-01,2056.1,
0,2,41,10,M,P1M,1989-02,1990.2,
0,2,41,10,M,P1M,1989-03,2261.2,
0,2,41,10,M,P1M,1989-04,2104.6,
0,2,41,10,M,P1M,1989-05,2139,
0,2,41,10,M,P1M,1989-06,2170.3,
0,2,41,10,M,P1M,1989-07,2163.1,
0,2,41,10,M,P1M,1989-08,2255.1,
0,2,41,10,M,P1M,1989-09,2262.6,
0,2,41,10,M,P1M,1989-10,2221.7,
0,2,41,10,M,P1M,1989-11,2327.5,
0,2,41,10,M,P1M,1989-12,2788.4,
0,2,41,10,M,P1M,1990-01,2277.4,
0,2,41,10,M,P1M,1990-02,2185.3,
0,2,41,10,M,P1M,1990-03,2439.5,
0,2,41,10,M,P1M,1990-04,2286,
0,2,41,10,M,P1M,1990-05,2382.9,
0,2,41,10,M,P1M,1990-06,2361.9,
0,2,41,10,M,P1M,1990-07,2302.9,
0,2,41,10,M,P1M,1990-08,2469,
0,2,41,10,M,P1M,1990-09,2307.8,
0,2,41,10,M,P1M,1990-10,2442.4,
0,2,41,10,M,P1M,1990-11,2553.4,
0,2,41,10,M,P1M,1990-12,2887.2,
0,2,41,10,M,P1M,1991-01,2551.9,
0,2,41,10,M,P1M,1991-02,2341.5,
0,2,41,10,M,P1M,1991-03,2593.6,
0,2,41,10,M,P1M,1991-04,2402.9,
0,2,41,10,M,P1M,1991-05,2584.5,
0,2,41,10,M,P1M,1991-06,2410,
0,2,41,10,M,P1M,1991-07,2540,
0,2,41,10,M,P1M,1991-08,2684,
0,2,41,10,M,P1M,1991-09,2452.1,
0,2,41,10,M,P1M,1991-10,2679.6,
0,2,41,10,M,P1M,1991-11,2693.4,
0,2,41,10,M,P1M,1991-12,2984.8,
0,2,41,10,M,P1M,1992-01,2684.5,
0,2,41,10,M,P1M,1992-02,2562.4,
0,2,41,10,M,P1M,1992-03,2643.1,
0,2,41,10,M,P1M,1992-04,2707.1,
0,2,41,10,M,P1M,1992-05,2697.5,
0,2,41,10,M,P1M,1992-06,2584.2,
0,2,41,10,M,P1M,1992-07,2754.7,
0,2,41,10,M,P1M,1992-08,2670.5,
0,2,41,10,M,P1M,1992-09,2665.6,
0,2,41,10,M,P1M,1992-10,2858.5,
0,2,41,10,M,P1M,1992-11,2700.6,
0,2,41,10,M,P1M,1992-12,3221.5,
0,2,41,10,M,P1M,1993-01,2789.1,
0,2,41,10,M,P1M,1993-02,2610.6,
0,2,41,10,M,P1M,1993-03,2795.8,
0,2,41,10,M,P1M,1993-04,2832.7,
0,2,41,10,M,P1M,1993-05,2773.6,
0,2,41,10,M,P1M,1993-06,2714.1,
0,2,41,10,M,P1M,1993-07,2876.2,
0,2,41,10,M,P1M,1993-08,2734,
0,2,41,10,M,P1M,1993-09,2805.7,
0,2,41,10,M,P1M,1993-10,2901.8,
0,2,41,10,M,P1M,1993-11,2872.4,
0,2,41,10,M,P1M,1993-12,3433.4,
0,2,41,10,M,P1M,1994-01,2834.4,
0,2,41,10,M,P1M,1994-02,2724.2,
0,2,41,10,M,P1M,1994-03,3048.7,
0,2,41,10,M,P1M,1994-04,2837.4,
0,2,41,10,M,P1M,1994-05,2848.7,
0,2,41,10,M,P1M,1994-06,2869.9,
0,2,41,10,M,P1M,1994-07,2953.3,
0,2,41,10,M,P1M,1994-08,2964.7,
0,2,41,10,M,P1M,1994-09,3013.5,
0,2,41,10,M,P1M,1994-10,3081.6,
0,2,41,10,M,P1M,1994-11,3082.7,
0,2,41,10,M,P1M,1994-12,3700,
0,2,41,10,M,P1M,1995-01,3063,
0,2,41,10,M,P1M,1995-02,2949.1,
0,2,41,10,M,P1M,1995-03,3244.4,
0,2,41,10,M,P1M,1995-04,3151,
0,2,41,10,M,P1M,1995-05,3200,
0,2,41,10,M,P1M,1995-06,3179.6,
0,2,41,10,M,P1M,1995-07,3212,
0,2,41,10,M,P1M,1995-08,3342.3,
0,2,41,10,M,P1M,1995-09,3301.7,
0,2,41,10,M,P1M,1995-10,3369.8,
0,2,41,10,M,P1M,1995-11,3485.3,
0,2,41,10,M,P1M,1995-12,3996.9,
0,2,41,10,M,P1M,1996-01,3357.2,
0,2,41,10,M,P1M,1996-02,3339,
0,2,41,10,M,P1M,1996-03,3468.7,
0,2,41,10,M,P1M,1996-04,3346.5,
0,2,41,10,M,P1M,1996-05,3515.8,
0,2,41,10,M,P1M,1996-06,3329.3,
0,2,41,10,M,P1M,1996-07,3433.3,
0,2,41,10,M,P1M,1996-08,3577.3,
0,2,41,10,M,P1M,1996-09,3377.2,
0,2,41,10,M,P1M,1996-10,3648.3,
0,2,41,10,M,P1M,1996-11,3649.2,
0,2,41,10,M,P1M,1996-12,4034.4,
0,2,41,10,M,P1M,1997-01,3688.2,
0,2,41,10,M,P1M,1997-02,3363,
0,2,41,10,M,P1M,1997-03,3676.9,
0,2,41,10,M,P1M,1997-04,3480.1,
0,2,41,10,M,P1M,1997-05,3682.6,
0,2,41,10,M,P1M,1997-06,3414.8,
0,2,41,10,M,P1M,1997-07,3652.3,
0,2,41,10,M,P1M,1997-08,3669,
0,2,41,10,M,P1M,1997-09,3585.7,
0,2,41,10,M,P1M,1997-10,3879.4,
0,2,41,10,M,P1M,1997-11,3794,
0,2,41,10,M,P1M,1997-12,4339.8,
0,2,41,10,M,P1M,1998-01,3973.8,
0,2,41,10,M,P1M,1998-02,3571.6,
0,2,41,10,M,P1M,1998-03,3799.6,
0,2,41,10,M,P1M,1998-04,3832.3,
0,2,41,10,M,P1M,1998-05,3882.4,
0,2,41,10,M,P1M,1998-06,3705.2,
0,2,41,10,M,P1M,1998-07,3951.3,
0,2,41,10,M,P1M,1998-08,3888.9,
0,2,41,10,M,P1M,1998-09,3897.8,
0,2,41,10,M,P1M,1998-10,4213.3,
0,2,41,10,M,P1M,1998-11,4003.3,
0,2,41,10,M,P1M,1998-12,4690.1,
0,2,41,10,M,P1M,1999-01,4218.6,
0,2,41,10,M,P1M,1999-02,3844.3,
0,2,41,10,M,P1M,1999-03,4250.9,
0,2,41,10,M,P1M,1999-04,4091.1,
0,2,41,10,M,P1M,1999-05,4079,
0,2,41,10,M,P1M,1999-06,3961.9,
0,2,41,10,M,P1M,1999-07,4239.4,
0,2,41,10,M,P1M,1999-08,4117.8,
0,2,41,10,M,P1M,1999-09,4184,
0,2,41,10,M,P1M,1999-10,4373.6,
0,2,41,10,M,P1M,1999-11,4273,
0,2,41,10,M,P1M,1999-12,5099.8,
0,2,41,10,M,P1M,2000-01,4247.2,
0,2,41,10,M,P1M,2000-02,4069.7,
0,2,41,10,M,P1M,2000-03,4353.4,
0,2,41,10,M,P1M,2000-04,4174.4,
0,2,41,10,M,P1M,2000-05,4161.7,
0,2,41,10,M,P1M,2000-06,4175.1,
0,2,41,10,M,P1M,2000-07,4221.2,
0,2,41,10,M,P1M,2000-08,4362.9,
0,2,41,10,M,P1M,2000-09,4315.6,
0,2,41,10,M,P1M,2000-10,4384.7,
0,2,41,10,M,P1M,2000-11,4450.9,
0,2,41,10,M,P1M,2000-12,5194.1,
0,2,41,10,M,P1M,2001-01,4486.2,
0,2,41,10,M,P1M,2001-02,4221.3,
0,2,41,10,M,P1M,2001-03,4699.1,
0,2,41,10,M,P1M,2001-04,4497.1,
0,2,41,10,M,P1M,2001-05,4603,
0,2,41,10,M,P1M,2001-06,4458.2,
0,2,41,10,M,P1M,2001-07,4532.8,
0,2,41,10,M,P1M,2001-08,4745.1,
0,2,41,10,M,P1M,2001-09,4606.5,
0,2,41,10,M,P1M,2001-10,4863.1,
0,2,41,10,M,P1M,2001-11,4941.5,
0,2,41,10,M,P1M,2001-12,5543,
0,2,41,10,M,P1M,2002-01,5044.6,
0,2,41,10,M,P1M,2002-02,4559.4,
0,2,41,10,M,P1M,2002-03,5098.2,
0,2,41,10,M,P1M,2002-04,4747.6,
0,2,41,10,M,P1M,2002-05,5028.5,
0,2,41,10,M,P1M,2002-06,4716.1,
0,2,41,10,M,P1M,2002-07,4971.5,
0,2,41,10,M,P1M,2002-08,5145.5,
0,2,41,10,M,P1M,2002-09,4912.5,
0,2,41,10,M,P1M,2002-10,5283.5,
0,2,41,10,M,P1M,2002-11,5300.6,
0,2,41,10,M,P1M,2002-12,5862.1,
0,2,41,10,M,P1M,2003-01,5402.8,
0,2,41,10,M,P1M,2003-02,4861,
0,2,41,10,M,P1M,2003-03,5280.2,
0,2,41,10,M,P1M,2003-04,5171.5,
0,2,41,10,M,P1M,2003-05,5316.3,
0,2,41,10,M,P1M,2003-06,4895.4,
0,2,41,10,M,P1M,2003-07,5296.9,
0,2,41,10,M,P1M,2003-08,5286.8,
0,2,41,10,M,P1M,2003-09,5192.1,
0,2,41,10,M,P1M,2003-10,5583.9,
0,2,41,10,M,P1M,2003-11,5498.8,
0,2,41,10,M,P1M,2003-12,6269.7,
0,2,41,10,M,P1M,2004-01,5769.9,
0,2,41,10,M,P1M,2004-02,5311.8,
0,2,41,10,M,P1M,2004-03,5602.4,
0,2,41,10,M,P1M,2004-04,5627.7,
0,2,41,10,M,P1M,2004-05,5542.3,
0,2,41,10,M,P1M,2004-06,5406.3,
0,2,41,10,M,P1M,2004-07,5722.7,
0,2,41,10,M,P1M,2004-08,5569.3,
0,2,41,10,M,P1M,2004-09,5622.8,
0,2,41,10,M,P1M,2004-10,5819.7,
0,2,41,10,M,P1M,2004-11,5753.4,
0,2,41,10,M,P1M,2004-12,6753.1,
0,2,41,10,M,P1M,2005-01,5710.3,
0,2,41,10,M,P1M,2005-02,5336.4,
0,2,41,10,M,P1M,2005-03,5936.5,
0,2,41,10,M,P1M,2005-04,5710.9,
0,2,41,10,M,P1M,2005-05,5661,
0,2,41,10,M,P1M,2005-06,5582.8,
0,2,41,10,M,P1M,2005-07,5888.5,
0,2,41,10,M,P1M,2005-08,5929.6,
0,2,41,10,M,P1M,2005-09,5931.4,
0,2,41,10,M,P1M,2005-10,6100.1,
0,2,41,10,M,P1M,2005-11,6071.2,
0,2,41,10,M,P1M,2005-12,7083.5,
0,2,41,10,M,P1M,2006-01,6113.6,
0,2,41,10,M,P1M,2006-02,5704.1,
0,2,41,10,M,P1M,2006-03,6335.1,
0,2,41,10,M,P1M,2006-04,6139.3,
0,2,41,10,M,P1M,2006-05,6133.3,
0,2,41,10,M,P1M,2006-06,6071.6,
0,2,41,10,M,P1M,2006-07,6197.4,
0,2,41,10,M,P1M,2006-08,6368.5,
0,2,41,10,M,P1M,2006-09,6296.9,
0,2,41,10,M,P1M,2006-10,6567.2,
0,2,41,10,M,P1M,2006-11,6614.2,
0,2,41,10,M,P1M,2006-12,7569.8,
0,2,41,10,M,P1M,2007-01,6638.4,
0,2,41,10,M,P1M,2007-02,6172.9,
0,2,41,10,M,P1M,2007-03,6863,
0,2,41,10,M,P1M,2007-04,6600,
0,2,41,10,M,P1M,2007-05,6691.7,
0,2,41,10,M,P1M,2007-06,6518,
0,2,41,10,M,P1M,2007-07,6751.1,
0,2,41,10,M,P1M,2007-08,7001.1,
0,2,41,10,M,P1M,2007-09,6847.4,
0,2,41,10,M,P1M,2007-10,7144.7,
0,2,41,10,M,P1M,2007-11,7250,
0,2,41,10,M,P1M,2007-12,8154.3,
0,2,41,10,M,P1M,2008-01,7206.3,
0,2,41,10,M,P1M,2008-02,6787.8,
0,2,41,10,M,P1M,2008-03,7315.8,
0,2,41,10,M,P1M,2008-04,6882.6,
0,2,41,10,M,P1M,2008-05,7163.6,
0,2,41,10,M,P1M,2008-06,6761.8,
0,2,41,10,M,P1M,2008-07,7240.5,
0,2,41,10,M,P1M,2008-08,7355.4,
0,2,41,10,M,P1M,2008-09,7095.7,
0,2,41,10,M,P1M,2008-10,7642.8,
0,2,41,10,M,P1M,2008-11,7630.1,
0,2,41,10,M,P1M,2008-12,8784.9,
0,2,41,10,M,P1M,2009-01,7985.3,
0,2,41,10,M,P1M,2009-02,7151.3,
0,2,41,10,M,P1M,2009-03,7832.4,
0,2,41,10,M,P1M,2009-04,7710.6,
0,2,41,10,M,P1M,2009-05,7763.2,
0,2,41,10,M,P1M,2009-06,7399.3,
0,2,41,10,M,P1M,2009-07,7725.6,
0,2,41,10,M,P1M,2009-08,7807.5,
0,2,41,10,M,P1M,2009-09,7635.8,
0,2,41,10,M,P1M,2009-10,8109.7,
0,2,41,10,M,P1M,2009-11,8204,
0,2,41,10,M,P1M,2009-12,9249,
0,2,41,10,M,P1M,2010-01,8093.4,
0,2,41,10,M,P1M,2010-02,7243.1,
0,2,41,10,M,P1M,2010-03,8017.8,
0,2,41,10,M,P1M,2010-04,7835.6,
0,2,41,10,M,P1M,2010-05,7887.6,
0,2,41,10,M,P1M,2010-06,7527.9,
0,2,41,10,M,P1M,2010-07,8044.4,
0,2,41,10,M,P1M,2010-08,7924.7,
0,2,41,10,M,P1M,2010-09,7855.4,
0,2,41,10,M,P1M,2010-10,8239.5,
0,2,41,10,M,P1M,2010-11,8288.1,
0,2,41,10,M,P1M,2010-12,9491.8,
0,2,41,10,M,P1M,2011-01,8403.6,
0,2,41,10,M,P1M,2011-02,7649.6,
0,2,41,10,M,P1M,2011-03,8285,
0,2,41,10,M,P1M,2011-04,8211.3,
0,2,41,10,M,P1M,2011-05,8059,
0,2,41,10,M,P1M,2011-06,7878.3,
0,2,41,10,M,P1M,2011-07,8315.2,
0,2,41,10,M,P1M,2011-08,8360.3,
0,2,41,10,M,P1M,2011-09,8274.2,
0,2,41,10,M,P1M,2011-10,8606.3,
0,2,41,10,M,P1M,2011-11,8569.9,
0,2,41,10,M,P1M,2011-12,9936,
0,2,41,10,M,P1M,2012-01,8534.8,
0,2,41,10,M,P1M,2012-02,8119.1,
0,2,41,10,M,P1M,2012-03,8736.6,
0,2,41,10,M,P1M,2012-04,8399.2,
0,2,41,10,M,P1M,2012-05,8450.7,
0,2,41,10,M,P1M,2012-06,8269.7,
0,2,41,10,M,P1M,2012-07,8500.4,
0,2,41,10,M,P1M,2012-08,8787.9,
0,2,41,10,M,P1M,2012-09,8582.8,
0,2,41,10,M,P1M,2012-10,8982,
0,2,41,10,M,P1M,2012-11,9048.5,
0,2,41,10,M,P1M,2012-12,10262.1,
0,2,41,10,M,P1M,2013-01,9067.6,
0,2,41,10,M,P1M,2013-02,8264.8,
0,2,41,10,M,P1M,2013-03,9272,
0,2,41,10,M,P1M,2013-04,8614.9,
0,2,41,10,M,P1M,2013-05,8876.5,
0,2,41,10,M,P1M,2013-06,8516.9,
0,2,41,10,M,P1M,2013-07,8855.8,
0,2,41,10,M,P1M,2013-08,9188.1,
0,2,41,10,M,P1M,2013-09,8839.1,
0,2,41,10,M,P1M,2013-10,9338.4,
0,2,41,10,M,P1M,2013-11,9345.9,
0,2,41,10,M,P1M,2013-12,10856.4,
0,2,41,10,M,P1M,2014-01,9701.6,
0,2,41,10,M,P1M,2014-02,8667.9,
0,2,41,10,M,P1M,2014-03,9524.6,
0,2,41,10,M,P1M,2014-04,9223.9,
0,2,41,10,M,P1M,2014-05,9386,
0,2,41,10,M,P1M,2014-06,8977.5,
0,2,41,10,M,P1M,2014-07,9393.3,
0,2,41,10,M,P1M,2014-08,9582.4,
0,2,41,10,M,P1M,2014-09,9353.8,
0,2,41,10,M,P1M,2014-10,9964.4,
0,2,41,10,M,P1M,2014-11,9911.1,
0,2,41,10,M,P1M,2014-12,11271.6,
0,2,41,10,M,P1M,2015-01,9955.4,
0,2,41,10,M,P1M,2015-02,9020,
0,2,41,10,M,P1M,2015-03,9926.5,
0,2,41,10,M,P1M,2015-04,9538,
0,2,41,10,M,P1M,2015-05,9707.1,
0,2,41,10,M,P1M,2015-06,9217.8,
0,2,41,10,M,P1M,2015-07,9718,
0,2,41,10,M,P1M,2015-08,9834.8,
0,2,41,10,M,P1M,2015-09,9645.8,
0,2,41,10,M,P1M,2015-10,10319.2,
0,2,41,10,M,P1M,2015-11,10128.5,
0,2,41,10,M,P1M,2015-12,11731.2,
0,2,41,10,M,P1M,2016-01,10244.9,
0,2,41,10,M,P1M,2016-02,9556.9,
0,2,41,10,M,P1M,2016-03,10354,
0,2,41,10,M,P1M,2016-04,9727.9,
0,2,41,10,M,P1M,2016-05,9815.2,
0,2,41,10,M,P1M,2016-06,9516.5,
0,2,41,10,M,P1M,2016-07,9928.5,
0,2,41,10,M,P1M,2016-08,10041.9,
0,2,41,10,M,P1M,2016-09,10005.7,
0,2,41,10,M,P1M,2016-10,10482.6,
0,2,41,10,M,P1M,2016-11,10435.7,
0,2,41,10,M,P1M,2016-12,12230.1,
0,2,41,10,M,P1M,2017-01,10431.5,
0,2,41,10,M,P1M,2017-02,9574.6,
0,2,41,10,M,P1M,2017-03,10510.3,
0,2,41,10,M,P1M,2017-04,10274.1,
0,2,41,10,M,P1M,2017-05,10189.7,
0,2,41,10,M,P1M,2017-06,9857.6,
0,2,41,10,M,P1M,2017-07,10272.8,
0,2,41,10,M,P1M,2017-08,10363.7,
0,2,41,10,M,P1M,2017-09,10307.9,
0,2,41,10,M,P1M,2017-10,10710.9,
0,2,41,10,M,P1M,2017-11,10780.7,
0,2,41,10,M,P1M,2017-12,12552.1,
0,2,41,10,M,P1M,2018-01,10713.3,
0,2,41,10,M,P1M,2018-02,9833.2,
0,2,41,10,M,P1M,2018-03,11188.4,
0,2,41,10,M,P1M,2018-04,10354.1,
0,2,41,10,M,P1M,2018-05,10645.2,
0,2,41,10,M,P1M,2018-06,10268.2,
0,2,41,10,M,P1M,2018-07,10604.4,
0,2,41,10,M,P1M,2018-08,10852.2,
0,2,41,20,M,P1M,1982-04,1167.5,
0,2,41,20,M,P1M,1982-05,1178.5,
0,2,41,20,M,P1M,1982-06,1204,
0,2,41,20,M,P1M,1982-07,1211,
0,2,41,20,M,P1M,1982-08,1197.3,
0,2,41,20,M,P1M,1982-09,1217.8,
0,2,41,20,M,P1M,1982-10,1242.1,
0,2,41,20,M,P1M,1982-11,1260.5,
0,2,41,20,M,P1M,1982-12,1244.8,
0,2,41,20,M,P1M,1983-01,1242,
0,2,41,20,M,P1M,1983-02,1312.4,
0,2,41,20,M,P1M,1983-03,1293.6,
0,2,41,20,M,P1M,1983-04,1302.2,
0,2,41,20,M,P1M,1983-05,1293.3,
0,2,41,20,M,P1M,1983-06,1309.8,
0,2,41,20,M,P1M,1983-07,1330.6,
0,2,41,20,M,P1M,1983-08,1347.9,
0,2,41,20,M,P1M,1983-09,1354.1,
0,2,41,20,M,P1M,1983-10,1362.6,
0,2,41,20,M,P1M,1983-11,1376.6,
0,2,41,20,M,P1M,1983-12,1384.3,
0,2,41,20,M,P1M,1984-01,1369.1,
0,2,41,20,M,P1M,1984-02,1368.2,
0,2,41,20,M,P1M,1984-03,1364.9,
0,2,41,20,M,P1M,1984-04,1401.8,
0,2,41,20,M,P1M,1984-05,1400.9,
0,2,41,20,M,P1M,1984-06,1408.9,
0,2,41,20,M,P1M,1984-07,1427.6,
0,2,41,20,M,P1M,1984-08,1423.5,
0,2,41,20,M,P1M,1984-09,1427.8,
0,2,41,20,M,P1M,1984-10,1442.2,
0,2,41,20,M,P1M,1984-11,1457.6,
0,2,41,20,M,P1M,1984-12,1469.2,
0,2,41,20,M,P1M,1985-01,1489.3,
0,2,41,20,M,P1M,1985-02,1493.1,
0,2,41,20,M,P1M,1985-03,1497.5,
0,2,41,20,M,P1M,1985-04,1514.3,
0,2,41,20,M,P1M,1985-05,1535.2,
0,2,41,20,M,P1M,1985-06,1544.1,
0,2,41,20,M,P1M,1985-07,1589.5,
0,2,41,20,M,P1M,1985-08,1573.5,
0,2,41,20,M,P1M,1985-09,1606.6,
0,2,41,20,M,P1M,1985-10,1627.8,
0,2,41,20,M,P1M,1985-11,1623.9,
0,2,41,20,M,P1M,1985-12,1646.8,
0,2,41,20,M,P1M,1986-01,1652.8,
0,2,41,20,M,P1M,1986-02,1667.2,
0,2,41,20,M,P1M,1986-03,1679.6,
0,2,41,20,M,P1M,1986-04,1694.3,
0,2,41,20,M,P1M,1986-05,1725.6,
0,2,41,20,M,P1M,1986-06,1751,
0,2,41,20,M,P1M,1986-07,1744.1,
0,2,41,20,M,P1M,1986-08,1755.6,
0,2,41,20,M,P1M,1986-09,1770.5,
0,2,41,20,M,P1M,1986-10,1763.4,
0,2,41,20,M,P1M,1986-11,1787.7,
0,2,41,20,M,P1M,1986-12,1782.8,
0,2,41,20,M,P1M,1987-01,1808.4,
0,2,41,20,M,P1M,1987-02,1831.2,
0,2,41,20,M,P1M,1987-03,1834.1,
0,2,41,20,M,P1M,1987-04,1828.3,
0,2,41,20,M,P1M,1987-05,1848.2,
0,2,41,20,M,P1M,1987-06,1855.4,
0,2,41,20,M,P1M,1987-07,1851.3,
0,2,41,20,M,P1M,1987-08,1880.1,
0,2,41,20,M,P1M,1987-09,1883.5,
0,2,41,20,M,P1M,1987-10,1889.8,
0,2,41,20,M,P1M,1987-11,1915.6,
0,2,41,20,M,P1M,1987-12,1935.4,
0,2,41,20,M,P1M,1988-01,1904.2,
0,2,41,20,M,P1M,1988-02,1911.4,
0,2,41,20,M,P1M,1988-03,1950.7,
0,2,41,20,M,P1M,1988-04,1982.8,
0,2,41,20,M,P1M,1988-05,1980.9,
0,2,41,20,M,P1M,1988-06,1985.3,
0,2,41,20,M,P1M,1988-07,1976.7,
0,2,41,20,M,P1M,1988-08,2008,
0,2,41,20,M,P1M,1988-09,2049.9,
0,2,41,20,M,P1M,1988-10,2075.3,
0,2,41,20,M,P1M,1988-11,2100.5,
0,2,41,20,M,P1M,1988-12,2133.5,
0,2,41,20,M,P1M,1989-01,2135.3,
0,2,41,20,M,P1M,1989-02,2136.2,
0,2,41,20,M,P1M,1989-03,2157.2,
0,2,41,20,M,P1M,1989-04,2197.5,
0,2,41,20,M,P1M,1989-05,2173.8,
0,2,41,20,M,P1M,1989-06,2215.9,
0,2,41,20,M,P1M,1989-07,2245.6,
0,2,41,20,M,P1M,1989-08,2257.8,
0,2,41,20,M,P1M,1989-09,2293.1,
0,2,41,20,M,P1M,1989-10,2270.1,
0,2,41,20,M,P1M,1989-11,2284.2,
0,2,41,20,M,P1M,1989-12,2371.7,
0,2,41,20,M,P1M,1990-01,2315.6,
0,2,41,20,M,P1M,1990-02,2353.3,
0,2,41,20,M,P1M,1990-03,2364.7,
0,2,41,20,M,P1M,1990-04,2374.8,
0,2,41,20,M,P1M,1990-05,2391.2,
0,2,41,20,M,P1M,1990-06,2425.7,
0,2,41,20,M,P1M,1990-07,2417.5,
0,2,41,20,M,P1M,1990-08,2425.3,
0,2,41,20,M,P1M,1990-09,2412.6,
0,2,41,20,M,P1M,1990-10,2440.9,
0,2,41,20,M,P1M,1990-11,2484.6,
0,2,41,20,M,P1M,1990-12,2499.4,
0,2,41,20,M,P1M,1991-01,2551.3,
0,2,41,20,M,P1M,1991-02,2520.9,
0,2,41,20,M,P1M,1991-03,2537.2,
0,2,41,20,M,P1M,1991-04,2516,
0,2,41,20,M,P1M,1991-05,2551.1,
0,2,41,20,M,P1M,1991-06,2543.6,
0,2,41,20,M,P1M,1991-07,2609.5,
0,2,41,20,M,P1M,1991-08,2629,
0,2,41,20,M,P1M,1991-09,2594.9,
0,2,41,20,M,P1M,1991-10,2635.6,
0,2,41,20,M,P1M,1991-11,2636.7,
0,2,41,20,M,P1M,1991-12,2620.8,
0,2,41,20,M,P1M,1992-01,2634,
0,2,41,20,M,P1M,1992-02,2645.8,
0,2,41,20,M,P1M,1992-03,2704.7,
0,2,41,20,M,P1M,1992-04,2718.9,
0,2,41,20,M,P1M,1992-05,2723.6,
0,2,41,20,M,P1M,1992-06,2734.1,
0,2,41,20,M,P1M,1992-07,2744.4,
0,2,41,20,M,P1M,1992-08,2733.6,
