ASGC_2010,DT,IND_R,TSEST,FREQUENCY,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
0,2,43,30,M,P1M,1997-07,805.1,
0,2,43,30,M,P1M,1997-08,809.5,
0,2,43,30,M,P1M,1997-09,815,
0,2,43,30,M,P1M,1997-10,820.7,
0,2,43,30,M,P1M,1997-11,826.3,
0,2,43,30,M,P1M,1997-12,830.6,
0,2,43,30,M,P1M,1998-01,834.4,
0,2,43,30,M,P1M,1998-02,839.3,
0,2,43,30,M,P1M,1998-03,846.8,
0,2,43,30,M,P1M,1998-04,857.5,
0,2,43,30,M,P1M,1998-05,870.9,
0,2,43,30,M,P1M,1998-06,883.7,
0,2,43,30,M,P1M,1998-07,894.3,
0,2,43,30,M,P1M,1998-08,900.9,
0,2,43,30,M,P1M,1998-09,902.8,
0,2,43,30,M,P1M,1998-10,902.2,
0,2,43,30,M,P1M,1998-11,902.4,
0,2,43,30,M,P1M,1998-12,905.9,
0,2,43,30,M,P1M,1999-01,912.8,
0,2,43,30,M,P1M,1999-02,923.1,
0,2,43,30,M,P1M,1999-03,932.7,
0,2,43,30,M,P1M,1999-04,940.9,
0,2,43,30,M,P1M,1999-05,947.2,
0,2,43,30,M,P1M,1999-06,952.8,
0,2,43,30,M,P1M,1999-07,957.1,
0,2,43,30,M,P1M,1999-08,962.7,
0,2,43,30,M,P1M,1999-09,968.9,
0,2,43,30,M,P1M,1999-10,974.9,
0,2,43,30,M,P1M,1999-11,978.2,
0,2,43,30,M,P1M,1999-12,980.1,
0,2,43,30,M,P1M,2000-01,945.2,b
0,2,43,30,M,P1M,2000-02,948.5,
0,2,43,30,M,P1M,2000-03,953.5,
0,2,43,30,M,P1M,2000-04,958.2,
0,2,43,30,M,P1M,2000-05,962.2,
0,2,43,30,M,P1M,2000-06,964.5,
0,2,43,30,M,P1M,2000-07,947.5,b
0,2,43,30,M,P1M,2000-08,950.3,
0,2,43,30,M,P1M,2000-09,954.9,
0,2,43,30,M,P1M,2000-10,962.5,
0,2,43,30,M,P1M,2000-11,972.4,
0,2,43,30,M,P1M,2000-12,983,
0,2,43,30,M,P1M,2001-01,992.6,
0,2,43,30,M,P1M,2001-02,1001.4,
0,2,43,30,M,P1M,2001-03,1009.6,
0,2,43,30,M,P1M,2001-04,1016.7,
0,2,43,30,M,P1M,2001-05,1022.2,
0,2,43,30,M,P1M,2001-06,1026.5,
0,2,43,30,M,P1M,2001-07,1030.1,
0,2,43,30,M,P1M,2001-08,1034.6,
0,2,43,30,M,P1M,2001-09,1042.5,
0,2,43,30,M,P1M,2001-10,1055.1,
0,2,43,30,M,P1M,2001-11,1070.7,
0,2,43,30,M,P1M,2001-12,1087.6,
0,2,43,30,M,P1M,2002-01,1101.6,
0,2,43,30,M,P1M,2002-02,1109.4,
0,2,43,30,M,P1M,2002-03,1110.2,
0,2,43,30,M,P1M,2002-04,1107.3,
0,2,43,30,M,P1M,2002-05,1103.7,
0,2,43,30,M,P1M,2002-06,1103.1,
0,2,43,30,M,P1M,2002-07,1109,
0,2,43,30,M,P1M,2002-08,1120.7,
0,2,43,30,M,P1M,2002-09,1135,
0,2,43,30,M,P1M,2002-10,1147,
0,2,43,30,M,P1M,2002-11,1155.5,
0,2,43,30,M,P1M,2002-12,1160.4,
0,2,43,30,M,P1M,2003-01,1163.3,
0,2,43,30,M,P1M,2003-02,1166.9,
0,2,43,30,M,P1M,2003-03,1171.6,
0,2,43,30,M,P1M,2003-04,1176.5,
0,2,43,30,M,P1M,2003-05,1181.5,
0,2,43,30,M,P1M,2003-06,1187,
0,2,43,30,M,P1M,2003-07,1193.5,
0,2,43,30,M,P1M,2003-08,1202.6,
0,2,43,30,M,P1M,2003-09,1215.4,
0,2,43,30,M,P1M,2003-10,1229.3,
0,2,43,30,M,P1M,2003-11,1240.2,
0,2,43,30,M,P1M,2003-12,1245.2,
0,2,43,30,M,P1M,2004-01,1246.7,
0,2,43,30,M,P1M,2004-02,1247.8,
0,2,43,30,M,P1M,2004-03,1251.3,
0,2,43,30,M,P1M,2004-04,1259.3,
0,2,43,30,M,P1M,2004-05,1271.3,
0,2,43,30,M,P1M,2004-06,1283.6,
0,2,43,30,M,P1M,2004-07,1292,
0,2,43,30,M,P1M,2004-08,1295.5,
0,2,43,30,M,P1M,2004-09,1295.3,
0,2,43,30,M,P1M,2004-10,1294.8,
0,2,43,30,M,P1M,2004-11,1296.7,
0,2,43,30,M,P1M,2004-12,1300.9,
0,2,43,30,M,P1M,2005-01,1307,
0,2,43,30,M,P1M,2005-02,1313,
0,2,43,30,M,P1M,2005-03,1317.9,
0,2,43,30,M,P1M,2005-04,1321.1,
0,2,43,30,M,P1M,2005-05,1323.4,
0,2,43,30,M,P1M,2005-06,1326.3,
0,2,43,30,M,P1M,2005-07,1329.5,
0,2,43,30,M,P1M,2005-08,1331.8,
0,2,43,30,M,P1M,2005-09,1332.7,
0,2,43,30,M,P1M,2005-10,1332.8,
0,2,43,30,M,P1M,2005-11,1333,
0,2,43,30,M,P1M,2005-12,1334.7,
0,2,43,30,M,P1M,2006-01,1338.4,
0,2,43,30,M,P1M,2006-02,1343.8,
0,2,43,30,M,P1M,2006-03,1351.2,
0,2,43,30,M,P1M,2006-04,1359.6,
0,2,43,30,M,P1M,2006-05,1369.2,
0,2,43,30,M,P1M,2006-06,1380.3,
0,2,43,30,M,P1M,2006-07,1392,
0,2,43,30,M,P1M,2006-08,1402.2,
0,2,43,30,M,P1M,2006-09,1409.1,
0,2,43,30,M,P1M,2006-10,1413.5,
0,2,43,30,M,P1M,2006-11,1418.2,
0,2,43,30,M,P1M,2006-12,1422.7,
0,2,43,30,M,P1M,2007-01,1427.7,
0,2,43,30,M,P1M,2007-02,1434.6,
0,2,43,30,M,P1M,2007-03,1444.2,
0,2,43,30,M,P1M,2007-04,1455.3,
0,2,43,30,M,P1M,2007-05,1466.9,
0,2,43,30,M,P1M,2007-06,1478.8,
0,2,43,30,M,P1M,2007-07,1491.6,
0,2,43,30,M,P1M,2007-08,1503.8,
0,2,43,30,M,P1M,2007-09,1513.9,
0,2,43,30,M,P1M,2007-10,1519.5,
0,2,43,30,M,P1M,2007-11,1521.3,
0,2,43,30,M,P1M,2007-12,1522.6,
0,2,43,30,M,P1M,2008-01,1523.4,
0,2,43,30,M,P1M,2008-02,1521.1,
0,2,43,30,M,P1M,2008-03,1516.7,
0,2,43,30,M,P1M,2008-04,1512.6,
0,2,43,30,M,P1M,2008-05,1509.4,
0,2,43,30,M,P1M,2008-06,1507.1,
0,2,43,30,M,P1M,2008-07,1506.4,
0,2,43,30,M,P1M,2008-08,1507.7,
0,2,43,30,M,P1M,2008-09,1511.6,
0,2,43,30,M,P1M,2008-10,1517.5,
0,2,43,30,M,P1M,2008-11,1524.6,
0,2,43,30,M,P1M,2008-12,1531.9,
0,2,43,30,M,P1M,2009-01,1539.6,
0,2,43,30,M,P1M,2009-02,1547.7,
0,2,43,30,M,P1M,2009-03,1555.4,
0,2,43,30,M,P1M,2009-04,1563.6,
0,2,43,30,M,P1M,2009-05,1571.9,
0,2,43,30,M,P1M,2009-06,1581.6,
0,2,43,30,M,P1M,2009-07,1591.8,
0,2,43,30,M,P1M,2009-08,1602,
0,2,43,30,M,P1M,2009-09,1610.5,
0,2,43,30,M,P1M,2009-10,1615.2,
0,2,43,30,M,P1M,2009-11,1615.6,
0,2,43,30,M,P1M,2009-12,1612.9,
0,2,43,30,M,P1M,2010-01,1609,
0,2,43,30,M,P1M,2010-02,1606.6,
0,2,43,30,M,P1M,2010-03,1607.1,
0,2,43,30,M,P1M,2010-04,1613.3,
0,2,43,30,M,P1M,2010-05,1624.3,
0,2,43,30,M,P1M,2010-06,1635.2,
0,2,43,30,M,P1M,2010-07,1641.9,
0,2,43,30,M,P1M,2010-08,1642.7,
0,2,43,30,M,P1M,2010-09,1636.2,
0,2,43,30,M,P1M,2010-10,1624.9,
0,2,43,30,M,P1M,2010-11,1613.2,
0,2,43,30,M,P1M,2010-12,1605.7,
0,2,43,30,M,P1M,2011-01,1605.2,
0,2,43,30,M,P1M,2011-02,1609.9,
0,2,43,30,M,P1M,2011-03,1614.2,
0,2,43,30,M,P1M,2011-04,1612.5,
0,2,43,30,M,P1M,2011-05,1602.8,
0,2,43,30,M,P1M,2011-06,1587.6,
0,2,43,30,M,P1M,2011-07,1571.1,
0,2,43,30,M,P1M,2011-08,1560.4,
0,2,43,30,M,P1M,2011-09,1560.2,
0,2,43,30,M,P1M,2011-10,1569.2,
0,2,43,30,M,P1M,2011-11,1582.9,
0,2,43,30,M,P1M,2011-12,1596.2,
0,2,43,30,M,P1M,2012-01,1607.7,
0,2,43,30,M,P1M,2012-02,1618.9,
0,2,43,30,M,P1M,2012-03,1631.8,
0,2,43,30,M,P1M,2012-04,1645.8,
0,2,43,30,M,P1M,2012-05,1658.4,
0,2,43,30,M,P1M,2012-06,1665.7,
0,2,43,30,M,P1M,2012-07,1665.7,
0,2,43,30,M,P1M,2012-08,1658.7,
0,2,43,30,M,P1M,2012-09,1650.9,
0,2,43,30,M,P1M,2012-10,1647,
0,2,43,30,M,P1M,2012-11,1647.2,
0,2,43,30,M,P1M,2012-12,1650.6,
0,2,43,30,M,P1M,2013-01,1654.6,
0,2,43,30,M,P1M,2013-02,1657.1,
0,2,43,30,M,P1M,2013-03,1659,
0,2,43,30,M,P1M,2013-04,1663.7,
0,2,43,30,M,P1M,2013-05,1674.3,
0,2,43,30,M,P1M,2013-06,1693.9,
0,2,43,30,M,P1M,2013-07,1721,
0,2,43,30,M,P1M,2013-08,1749.3,
0,2,43,30,M,P1M,2013-09,1772.5,
0,2,43,30,M,P1M,2013-10,1787.1,
0,2,43,30,M,P1M,2013-11,1793.9,
0,2,43,30,M,P1M,2013-12,1792.2,
0,2,43,30,M,P1M,2014-01,1784,
0,2,43,30,M,P1M,2014-02,1772.4,
0,2,43,30,M,P1M,2014-03,1761,
0,2,43,30,M,P1M,2014-04,1752.3,
0,2,43,30,M,P1M,2014-05,1748.7,
0,2,43,30,M,P1M,2014-06,1750.1,
0,2,43,30,M,P1M,2014-07,1756,
0,2,43,30,M,P1M,2014-08,1767,
0,2,43,30,M,P1M,2014-09,1779.6,
0,2,43,30,M,P1M,2014-10,1791.7,
0,2,43,30,M,P1M,2014-11,1803.9,
0,2,43,30,M,P1M,2014-12,1818.4,
0,2,43,30,M,P1M,2015-01,1834.3,
0,2,43,30,M,P1M,2015-02,1849.6,
0,2,43,30,M,P1M,2015-03,1862,
0,2,43,30,M,P1M,2015-04,1870,
0,2,43,30,M,P1M,2015-05,1873.8,
0,2,43,30,M,P1M,2015-06,1875.4,
0,2,43,30,M,P1M,2015-07,1876.8,
0,2,43,30,M,P1M,2015-08,1879.4,
0,2,43,30,M,P1M,2015-09,1884.7,
0,2,43,30,M,P1M,2015-10,1893.5,
0,2,43,30,M,P1M,2015-11,1905.7,
0,2,43,30,M,P1M,2015-12,1920.1,
0,2,43,30,M,P1M,2016-01,1935.1,
0,2,43,30,M,P1M,2016-02,1949.5,
0,2,43,30,M,P1M,2016-03,1961.4,
0,2,43,30,M,P1M,2016-04,1971.3,
0,2,43,30,M,P1M,2016-05,1979.2,
0,2,43,30,M,P1M,2016-06,1985,
0,2,43,30,M,P1M,2016-07,1989.8,
0,2,43,30,M,P1M,2016-08,1996.5,
0,2,43,30,M,P1M,2016-09,2004.4,
0,2,43,30,M,P1M,2016-10,2011.3,
0,2,43,30,M,P1M,2016-11,2014.2,
0,2,43,30,M,P1M,2016-12,2012.8,
0,2,43,30,M,P1M,2017-01,2008.6,
0,2,43,30,M,P1M,2017-02,2003.4,
0,2,43,30,M,P1M,2017-03,2000.1,
0,2,43,30,M,P1M,2017-04,2000.3,
0,2,43,30,M,P1M,2017-05,2003.9,
0,2,43,30,M,P1M,2017-06,2009.8,
0,2,43,30,M,P1M,2017-07,2016.1,
0,2,43,30,M,P1M,2017-08,2020.5,
0,2,43,30,M,P1M,2017-09,2024.3,
0,2,43,30,M,P1M,2017-10,2030.5,
0,2,43,30,M,P1M,2017-11,2037.9,
0,2,43,30,M,P1M,2017-12,2044,
0,2,43,30,M,P1M,2018-01,2049,
0,2,43,30,M,P1M,2018-02,2054,
0,2,43,30,M,P1M,2018-03,2060.3,
0,2,43,30,M,P1M,2018-04,2069,
0,2,43,30,M,P1M,2018-05,2079.8,
0,2,43,30,M,P1M,2018-06,2089.8,
0,2,43,30,M,P1M,2018-07,2098.7,
0,2,43,30,M,P1M,2018-08,2105.3,
0,2,44,10,M,P1M,1982-04,460.1,
0,2,44,10,M,P1M,1982-05,502.6,
0,2,44,10,M,P1M,1982-06,443.8,
0,2,44,10,M,P1M,1982-07,459.1,
0,2,44,10,M,P1M,1982-08,438.4,
0,2,44,10,M,P1M,1982-09,465.1,
0,2,44,10,M,P1M,1982-10,452.7,
0,2,44,10,M,P1M,1982-11,522.9,
0,2,44,10,M,P1M,1982-12,889.3,
0,2,44,10,M,P1M,1983-01,379.2,
0,2,44,10,M,P1M,1983-02,378,
0,2,44,10,M,P1M,1983-03,472.1,
0,2,44,10,M,P1M,1983-04,503.4,
0,2,44,10,M,P1M,1983-05,510.6,
0,2,44,10,M,P1M,1983-06,462.4,
0,2,44,10,M,P1M,1983-07,468.3,
0,2,44,10,M,P1M,1983-08,458.2,
0,2,44,10,M,P1M,1983-09,482.7,
0,2,44,10,M,P1M,1983-10,485.3,
0,2,44,10,M,P1M,1983-11,568.7,
0,2,44,10,M,P1M,1983-12,963.7,
0,2,44,10,M,P1M,1984-01,414.7,
0,2,44,10,M,P1M,1984-02,414.5,
0,2,44,10,M,P1M,1984-03,484.7,
0,2,44,10,M,P1M,1984-04,487.3,
0,2,44,10,M,P1M,1984-05,597.9,
0,2,44,10,M,P1M,1984-06,500.4,
0,2,44,10,M,P1M,1984-07,543.4,
0,2,44,10,M,P1M,1984-08,503.4,
0,2,44,10,M,P1M,1984-09,522.8,
0,2,44,10,M,P1M,1984-10,556.6,
0,2,44,10,M,P1M,1984-11,623.2,
0,2,44,10,M,P1M,1984-12,1039.4,
0,2,44,10,M,P1M,1985-01,516.3,
0,2,44,10,M,P1M,1985-02,452.5,
0,2,44,10,M,P1M,1985-03,525.8,
0,2,44,10,M,P1M,1985-04,587.7,
0,2,44,10,M,P1M,1985-05,700.3,
0,2,44,10,M,P1M,1985-06,561.8,
0,2,44,10,M,P1M,1985-07,602.8,
0,2,44,10,M,P1M,1985-08,582.5,
0,2,44,10,M,P1M,1985-09,563.1,
0,2,44,10,M,P1M,1985-10,637.1,
0,2,44,10,M,P1M,1985-11,697.1,
0,2,44,10,M,P1M,1985-12,1187.5,
0,2,44,10,M,P1M,1986-01,570.5,
0,2,44,10,M,P1M,1986-02,478.2,
0,2,44,10,M,P1M,1986-03,547.4,
0,2,44,10,M,P1M,1986-04,594.3,
0,2,44,10,M,P1M,1986-05,751.6,
0,2,44,10,M,P1M,1986-06,553.4,
0,2,44,10,M,P1M,1986-07,663.2,
0,2,44,10,M,P1M,1986-08,581.1,
0,2,44,10,M,P1M,1986-09,661.9,
0,2,44,10,M,P1M,1986-10,665.6,
0,2,44,10,M,P1M,1986-11,700.9,
0,2,44,10,M,P1M,1986-12,1367.9,
0,2,44,10,M,P1M,1987-01,613.9,
0,2,44,10,M,P1M,1987-02,513.2,
0,2,44,10,M,P1M,1987-03,599.9,
0,2,44,10,M,P1M,1987-04,674.1,
0,2,44,10,M,P1M,1987-05,714,
0,2,44,10,M,P1M,1987-06,670.5,
0,2,44,10,M,P1M,1987-07,720.9,
0,2,44,10,M,P1M,1987-08,601.6,
0,2,44,10,M,P1M,1987-09,672.3,
0,2,44,10,M,P1M,1987-10,709.1,
0,2,44,10,M,P1M,1987-11,743.2,
0,2,44,10,M,P1M,1987-12,1460.1,
0,2,44,10,M,P1M,1988-01,631,
0,2,44,10,M,P1M,1988-02,551.1,
0,2,44,10,M,P1M,1988-03,678.1,
0,2,44,10,M,P1M,1988-04,715.7,
0,2,44,10,M,P1M,1988-05,740.8,
0,2,44,10,M,P1M,1988-06,722,
0,2,44,10,M,P1M,1988-07,683.5,
0,2,44,10,M,P1M,1988-08,650.9,
0,2,44,10,M,P1M,1988-09,723.3,
0,2,44,10,M,P1M,1988-10,729.6,
0,2,44,10,M,P1M,1988-11,870.3,
0,2,44,10,M,P1M,1988-12,1570,
0,2,44,10,M,P1M,1989-01,631.5,
0,2,44,10,M,P1M,1989-02,552,
0,2,44,10,M,P1M,1989-03,719,
0,2,44,10,M,P1M,1989-04,697.6,
0,2,44,10,M,P1M,1989-05,764.8,
0,2,44,10,M,P1M,1989-06,786.3,
0,2,44,10,M,P1M,1989-07,715.1,
0,2,44,10,M,P1M,1989-08,723.8,
0,2,44,10,M,P1M,1989-09,757.9,
0,2,44,10,M,P1M,1989-10,751.7,
0,2,44,10,M,P1M,1989-11,923.8,
0,2,44,10,M,P1M,1989-12,1569.4,
0,2,44,10,M,P1M,1990-01,678.2,
0,2,44,10,M,P1M,1990-02,586.2,
0,2,44,10,M,P1M,1990-03,726.8,
0,2,44,10,M,P1M,1990-04,744.1,
0,2,44,10,M,P1M,1990-05,815.5,
0,2,44,10,M,P1M,1990-06,832.4,
0,2,44,10,M,P1M,1990-07,710.3,
0,2,44,10,M,P1M,1990-08,759.4,
0,2,44,10,M,P1M,1990-09,741.1,
0,2,44,10,M,P1M,1990-10,786.6,
0,2,44,10,M,P1M,1990-11,931.5,
0,2,44,10,M,P1M,1990-12,1563.1,
0,2,44,10,M,P1M,1991-01,694,
0,2,44,10,M,P1M,1991-02,604.7,
0,2,44,10,M,P1M,1991-03,719.2,
0,2,44,10,M,P1M,1991-04,748.2,
0,2,44,10,M,P1M,1991-05,828.2,
0,2,44,10,M,P1M,1991-06,746.9,
0,2,44,10,M,P1M,1991-07,794.5,
0,2,44,10,M,P1M,1991-08,770.4,
0,2,44,10,M,P1M,1991-09,741.5,
0,2,44,10,M,P1M,1991-10,858.6,
0,2,44,10,M,P1M,1991-11,944.7,
0,2,44,10,M,P1M,1991-12,1600.3,
0,2,44,10,M,P1M,1992-01,740,
0,2,44,10,M,P1M,1992-02,665.9,
0,2,44,10,M,P1M,1992-03,701.5,
0,2,44,10,M,P1M,1992-04,831.4,
0,2,44,10,M,P1M,1992-05,878.6,
0,2,44,10,M,P1M,1992-06,826,
0,2,44,10,M,P1M,1992-07,788.2,
0,2,44,10,M,P1M,1992-08,723.6,
0,2,44,10,M,P1M,1992-09,819.8,
0,2,44,10,M,P1M,1992-10,902.5,
0,2,44,10,M,P1M,1992-11,968.6,
0,2,44,10,M,P1M,1992-12,1650.9,
0,2,44,10,M,P1M,1993-01,762.1,
0,2,44,10,M,P1M,1993-02,643,
0,2,44,10,M,P1M,1993-03,754.1,
0,2,44,10,M,P1M,1993-04,840.7,
0,2,44,10,M,P1M,1993-05,906.6,
0,2,44,10,M,P1M,1993-06,887.1,
0,2,44,10,M,P1M,1993-07,771.5,
0,2,44,10,M,P1M,1993-08,728.7,
0,2,44,10,M,P1M,1993-09,844.7,
0,2,44,10,M,P1M,1993-10,886.9,
0,2,44,10,M,P1M,1993-11,970,
0,2,44,10,M,P1M,1993-12,1710.5,
0,2,44,10,M,P1M,1994-01,745.7,
0,2,44,10,M,P1M,1994-02,664.4,
0,2,44,10,M,P1M,1994-03,821.5,
0,2,44,10,M,P1M,1994-04,831.7,
0,2,44,10,M,P1M,1994-05,908,
0,2,44,10,M,P1M,1994-06,912.6,
0,2,44,10,M,P1M,1994-07,782.9,
0,2,44,10,M,P1M,1994-08,798.8,
0,2,44,10,M,P1M,1994-09,887,
0,2,44,10,M,P1M,1994-10,934.6,
0,2,44,10,M,P1M,1994-11,1000.4,
0,2,44,10,M,P1M,1994-12,1817.5,
0,2,44,10,M,P1M,1995-01,752.4,
0,2,44,10,M,P1M,1995-02,682.5,
0,2,44,10,M,P1M,1995-03,811.2,
0,2,44,10,M,P1M,1995-04,906,
0,2,44,10,M,P1M,1995-05,927.2,
0,2,44,10,M,P1M,1995-06,906.8,
0,2,44,10,M,P1M,1995-07,880.6,
0,2,44,10,M,P1M,1995-08,873.9,
0,2,44,10,M,P1M,1995-09,856.8,
0,2,44,10,M,P1M,1995-10,920.6,
0,2,44,10,M,P1M,1995-11,1067.4,
0,2,44,10,M,P1M,1995-12,1857.2,
0,2,44,10,M,P1M,1996-01,833.1,
0,2,44,10,M,P1M,1996-02,737.1,
0,2,44,10,M,P1M,1996-03,812,
0,2,44,10,M,P1M,1996-04,895.2,
0,2,44,10,M,P1M,1996-05,962.8,
0,2,44,10,M,P1M,1996-06,908.6,
0,2,44,10,M,P1M,1996-07,908,
0,2,44,10,M,P1M,1996-08,888.9,
0,2,44,10,M,P1M,1996-09,833.7,
0,2,44,10,M,P1M,1996-10,933.7,
0,2,44,10,M,P1M,1996-11,1081.6,
0,2,44,10,M,P1M,1996-12,1837.6,
0,2,44,10,M,P1M,1997-01,840.9,
0,2,44,10,M,P1M,1997-02,727.4,
0,2,44,10,M,P1M,1997-03,857.9,
0,2,44,10,M,P1M,1997-04,849,
0,2,44,10,M,P1M,1997-05,994.8,
0,2,44,10,M,P1M,1997-06,830.2,
0,2,44,10,M,P1M,1997-07,971.1,
0,2,44,10,M,P1M,1997-08,836,
0,2,44,10,M,P1M,1997-09,939.1,
0,2,44,10,M,P1M,1997-10,976.9,
0,2,44,10,M,P1M,1997-11,1111.3,
0,2,44,10,M,P1M,1997-12,1879.1,
0,2,44,10,M,P1M,1998-01,917.3,
0,2,44,10,M,P1M,1998-02,716.2,
0,2,44,10,M,P1M,1998-03,822.9,
0,2,44,10,M,P1M,1998-04,970.1,
0,2,44,10,M,P1M,1998-05,970.2,
0,2,44,10,M,P1M,1998-06,849.4,
0,2,44,10,M,P1M,1998-07,1042.3,
0,2,44,10,M,P1M,1998-08,869.9,
0,2,44,10,M,P1M,1998-09,939.4,
0,2,44,10,M,P1M,1998-10,1021.3,
0,2,44,10,M,P1M,1998-11,1137.7,
0,2,44,10,M,P1M,1998-12,1975.7,
0,2,44,10,M,P1M,1999-01,942,
0,2,44,10,M,P1M,1999-02,738.4,
0,2,44,10,M,P1M,1999-03,903.2,
0,2,44,10,M,P1M,1999-04,953.2,
0,2,44,10,M,P1M,1999-05,1011.2,
0,2,44,10,M,P1M,1999-06,894.4,
0,2,44,10,M,P1M,1999-07,1054.5,
0,2,44,10,M,P1M,1999-08,899.5,
0,2,44,10,M,P1M,1999-09,1002.3,
0,2,44,10,M,P1M,1999-10,1043.7,
0,2,44,10,M,P1M,1999-11,1207.2,
0,2,44,10,M,P1M,1999-12,2069.6,
0,2,44,10,M,P1M,2000-01,924.9,
0,2,44,10,M,P1M,2000-02,798.2,
0,2,44,10,M,P1M,2000-03,901.9,
0,2,44,10,M,P1M,2000-04,1024.7,
0,2,44,10,M,P1M,2000-05,1052.3,
0,2,44,10,M,P1M,2000-06,1165.5,
0,2,44,10,M,P1M,2000-07,859.3,
0,2,44,10,M,P1M,2000-08,1009.2,
0,2,44,10,M,P1M,2000-09,1054.6,
0,2,44,10,M,P1M,2000-10,1070.4,
0,2,44,10,M,P1M,2000-11,1232.5,
0,2,44,10,M,P1M,2000-12,2177.5,
0,2,44,10,M,P1M,2001-01,971.9,
0,2,44,10,M,P1M,2001-02,814.6,
0,2,44,10,M,P1M,2001-03,1017.5,
0,2,44,10,M,P1M,2001-04,1039.2,
0,2,44,10,M,P1M,2001-05,1123.5,
0,2,44,10,M,P1M,2001-06,1024.9,
0,2,44,10,M,P1M,2001-07,1100.8,
0,2,44,10,M,P1M,2001-08,963,
0,2,44,10,M,P1M,2001-09,1012.9,
0,2,44,10,M,P1M,2001-10,1132,
0,2,44,10,M,P1M,2001-11,1344.8,
0,2,44,10,M,P1M,2001-12,2269.5,
0,2,44,10,M,P1M,2002-01,1027.9,
0,2,44,10,M,P1M,2002-02,841.4,
0,2,44,10,M,P1M,2002-03,1043.9,
0,2,44,10,M,P1M,2002-04,1075.3,
0,2,44,10,M,P1M,2002-05,1190.9,
0,2,44,10,M,P1M,2002-06,1143,
0,2,44,10,M,P1M,2002-07,1075.7,
0,2,44,10,M,P1M,2002-08,1065.9,
0,2,44,10,M,P1M,2002-09,1060.1,
0,2,44,10,M,P1M,2002-10,1211.4,
0,2,44,10,M,P1M,2002-11,1495.1,
0,2,44,10,M,P1M,2002-12,2338.6,
0,2,44,10,M,P1M,2003-01,1099.3,
0,2,44,10,M,P1M,2003-02,900.5,
0,2,44,10,M,P1M,2003-03,1092.7,
0,2,44,10,M,P1M,2003-04,1222.4,
0,2,44,10,M,P1M,2003-05,1237.1,
0,2,44,10,M,P1M,2003-06,1237.9,
0,2,44,10,M,P1M,2003-07,1182,
0,2,44,10,M,P1M,2003-08,1101.2,
0,2,44,10,M,P1M,2003-09,1198.2,
0,2,44,10,M,P1M,2003-10,1316.1,
0,2,44,10,M,P1M,2003-11,1528.2,
0,2,44,10,M,P1M,2003-12,2424.2,
0,2,44,10,M,P1M,2004-01,1182.9,
0,2,44,10,M,P1M,2004-02,989.8,
0,2,44,10,M,P1M,2004-03,1131.4,
0,2,44,10,M,P1M,2004-04,1277.1,
0,2,44,10,M,P1M,2004-05,1280.3,
0,2,44,10,M,P1M,2004-06,1384.1,
0,2,44,10,M,P1M,2004-07,1305.9,
0,2,44,10,M,P1M,2004-08,1166.8,
0,2,44,10,M,P1M,2004-09,1317.9,
0,2,44,10,M,P1M,2004-10,1358.3,
0,2,44,10,M,P1M,2004-11,1536.7,
0,2,44,10,M,P1M,2004-12,2500.8,
0,2,44,10,M,P1M,2005-01,1246.3,
0,2,44,10,M,P1M,2005-02,1037.3,
0,2,44,10,M,P1M,2005-03,1300.8,
0,2,44,10,M,P1M,2005-04,1153.7,
0,2,44,10,M,P1M,2005-05,1264.2,
0,2,44,10,M,P1M,2005-06,1454.2,
0,2,44,10,M,P1M,2005-07,1290.1,
0,2,44,10,M,P1M,2005-08,1210.7,
0,2,44,10,M,P1M,2005-09,1277.8,
0,2,44,10,M,P1M,2005-10,1314.4,
0,2,44,10,M,P1M,2005-11,1540.4,
0,2,44,10,M,P1M,2005-12,2536,
0,2,44,10,M,P1M,2006-01,1193.7,
0,2,44,10,M,P1M,2006-02,1037.7,
0,2,44,10,M,P1M,2006-03,1204.5,
0,2,44,10,M,P1M,2006-04,1348.6,
0,2,44,10,M,P1M,2006-05,1267.6,
0,2,44,10,M,P1M,2006-06,1429,
0,2,44,10,M,P1M,2006-07,1412,
0,2,44,10,M,P1M,2006-08,1239.2,
0,2,44,10,M,P1M,2006-09,1219.1,
0,2,44,10,M,P1M,2006-10,1344.6,
0,2,44,10,M,P1M,2006-11,1623.3,
0,2,44,10,M,P1M,2006-12,2611.1,
0,2,44,10,M,P1M,2007-01,1267.3,
0,2,44,10,M,P1M,2007-02,1047,
0,2,44,10,M,P1M,2007-03,1331.6,
0,2,44,10,M,P1M,2007-04,1302.6,
0,2,44,10,M,P1M,2007-05,1365.1,
0,2,44,10,M,P1M,2007-06,1491.5,
0,2,44,10,M,P1M,2007-07,1462.3,
0,2,44,10,M,P1M,2007-08,1315.5,
0,2,44,10,M,P1M,2007-09,1353.3,
0,2,44,10,M,P1M,2007-10,1440.6,
0,2,44,10,M,P1M,2007-11,1687.9,
0,2,44,10,M,P1M,2007-12,2747,
0,2,44,10,M,P1M,2008-01,1397.8,
0,2,44,10,M,P1M,2008-02,1140.5,
0,2,44,10,M,P1M,2008-03,1351.7,
0,2,44,10,M,P1M,2008-04,1396.6,
0,2,44,10,M,P1M,2008-05,1421.1,
0,2,44,10,M,P1M,2008-06,1401.6,
0,2,44,10,M,P1M,2008-07,1582.3,
0,2,44,10,M,P1M,2008-08,1268.4,
